StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q41,Q3,Q4,Q5,Q6,Q7,Q10,Q12,Q14,Q16,Q18,Q21,Q22,Q23,Q24,Q25,Q27,Q28,Q29,Q30,Q31,Q33,Q34,Q35,Q36,Q37,Q39,Q40,Q40 - Topics
2019-03-19 08:32:36,2019-03-19 08:38:01,IP Address,*******,100,325,True,2019-03-19 08:38:02,R_2rjQEcyQnxg4l4g,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,7,6,1,4,3,1,1,1,3,5,3,4,4,4,1,7,7,2,7,3,3,5,6,6,No,,
2019-03-19 08:31:02,2019-03-19 08:39:11,IP Address,*******,100,488,True,2019-03-19 08:39:11,R_sIpFhrCMTdETotj,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,7,6,4,2,7,4,6,5,7,4,5,2,4,5,2,6,6,4,4,4,5,4,2,2,No,,
2019-03-19 08:25:33,2019-03-19 08:40:16,IP Address,*******,100,883,True,2019-03-19 08:40:17,R_d72eWfjbUOcqGTT,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,4,1,1,5,3,3,2,3,6,5,2,2,5,1,3,6,3,5,2,5,2,1,1,No,,
2019-03-19 08:39:19,2019-03-19 08:44:01,IP Address,*******,100,282,True,2019-03-19 08:44:02,R_3nAb3WpHbGRgBP5,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,3,3,4,1,5,1,1,1,1,3,1,1,2,4,1,3,1,1,2,1,1,1,1,1,No,,
2019-03-19 08:31:09,2019-03-19 08:46:21,IP Address,*******,100,911,True,2019-03-19 08:46:21,R_1IAb0i5GdU5ktdN,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,6,2,1,1,6,1,5,1,6,5,3,2,1,6,2,7,7,3,6,4,5,2,1,1,No,,
2019-03-19 08:49:11,2019-03-19 08:58:52,IP Address,*******,100,580,True,2019-03-19 08:58:53,R_pEiaVZYqw956Wit,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,6,4,2,4,5,2,1,2,6,7,1,2,6,5,2,7,6,3,5,2,5,5,2,2,No,,
2019-03-19 08:51:06,2019-03-19 09:02:35,IP Address,*******,100,689,True,2019-03-19 09:02:36,R_u4bsEMxtKHIDqwh,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,7,1,1,6,5,2,4,7,6,2,3,4,5,6,5,6,4,3,3,3,3,5,3,No,,
2019-03-19 08:56:59,2019-03-19 09:02:51,IP Address,*******,100,351,True,2019-03-19 09:02:52,R_1CDDeVV3q1eyZd1,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,1,1,5,7,1,2,1,4,1,7,5,5,7,7,5,5,6,1,7,2,5,3,6,3,Yes,https://www.facebook.com/profile.php?id=100001947576092,Unknown
2019-03-19 08:50:28,2019-03-19 09:06:23,IP Address,*******,100,954,True,2019-03-19 09:06:23,R_3kdfdvYWOnS360K,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,7,7,1,7,5,4,2,2,7,6,5,4,6,7,2,5,6,2,4,5,4,5,5,4,No,,
2019-03-19 07:38:50,2019-03-19 09:07:01,IP Address,*******,100,5291,True,2019-03-19 09:07:02,R_BXuynoBH50a64Wl,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,5,3,5,3,1,1,1,3,3,4,3,2,2,4,2,1,1,2,3,5,2,3,5,Yes,www.facebook.com/monicadobrinoiu,Unknown
2019-03-19 09:05:42,2019-03-19 09:14:02,IP Address,*******,100,500,True,2019-03-19 09:14:03,R_BR2Y0h3kpozGq7D,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,7,5,1,6,6,5,1,1,7,6,2,3,6,7,1,7,3,3,3,5,5,4,5,4,Yes,,
2019-03-19 09:14:01,2019-03-19 09:22:21,IP Address,*******,100,499,True,2019-03-19 09:22:21,R_1g2DxIvmyWvpVln,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,7,2,1,2,5,1,3,1,3,7,1,1,5,7,1,7,5,1,5,1,6,2,1,2,No,,
2019-03-19 09:14:26,2019-03-19 09:23:24,IP Address,*******,100,537,True,2019-03-19 09:23:24,R_3Ld6TLq8M0Xo8Wi,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,3,2,5,4,3,3,2,3,4,2,1,5,5,1,6,6,6,7,2,7,4,1,6,No,,
2019-03-19 09:20:03,2019-03-19 09:26:15,IP Address,*******,100,372,True,2019-03-19 09:26:16,R_tJtmgJMTxFxM8tb,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,1,2,7,4,3,7,7,7,4,5,3,6,5,3,7,5,5,7,7,5,1,5,4,7,No,,
2019-03-19 09:24:00,2019-03-19 09:29:07,IP Address,*******,100,306,True,2019-03-19 09:29:07,R_21zZr1JPL5zxmwt,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,1,3,5,2,6,1,2,1,7,3,3,2,7,7,6,1,2,1,2,1,1,2,6,5,No,,
2019-03-19 09:25:05,2019-03-19 09:31:08,IP Address,*******,100,363,True,2019-03-19 09:31:09,R_3k50lNvPy12ORg2,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,4,1,1,1,4,1,5,1,4,6,1,1,1,3,1,2,2,1,1,2,3,1,2,1,No,,
2019-03-19 09:07:08,2019-03-19 09:33:44,IP Address,*******,100,1596,True,2019-03-19 09:33:45,R_2dL8RFY5eq97BW3,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,1,4,7,5,3,5,6,6,3,3,5,4,4,3,7,1,2,6,2,5,3,1,5,2,No,,
2019-03-19 09:22:26,2019-03-19 09:36:30,IP Address,*******,100,843,True,2019-03-19 09:36:30,R_3dQu2KB7yod7Nyi,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,5,1,1,1,5,1,2,4,1,2,1,1,1,4,2,7,7,1,6,1,7,7,1,1,No,,
2019-03-19 09:29:55,2019-03-19 09:36:44,IP Address,*******,100,408,True,2019-03-19 09:36:44,R_SMEG3qvAjQp3IZP,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,6,3,1,3,5,1,2,1,2,1,1,1,1,1,1,7,7,1,7,4,3,7,1,1,No,,
2019-03-19 09:30:44,2019-03-19 09:38:38,IP Address,*******,100,474,True,2019-03-19 09:38:38,R_2pVSWESXJmTZGMR,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,3,3,2,3,4,2,3,1,4,3,3,3,2,3,1,4,2,1,2,3,5,5,3,3,No,,
2019-03-19 09:35:02,2019-03-19 09:39:46,IP Address,*******,100,284,True,2019-03-19 09:39:47,R_27Wp3Pi1HqV8fvN,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,4,2,5,5,2,4,2,3,6,5,3,5,6,3,6,5,3,5,5,3,6,3,3,No,,
2019-03-19 09:32:47,2019-03-19 09:39:55,IP Address,*******,100,428,True,2019-03-19 09:39:55,R_1kS58VzcEeff84B,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,7,6,1,6,6,3,3,3,6,5,6,5,6,7,1,1,5,1,1,1,1,1,1,1,No,,
2019-03-19 09:30:03,2019-03-19 09:45:38,IP Address,*******,100,934,True,2019-03-19 09:45:39,R_x6s2tDYn789r99n,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,7,4,1,1,5,1,1,1,7,7,1,1,1,6,1,7,2,1,3,1,6,6,1,2,No,,
2019-03-19 09:35:28,2019-03-19 09:46:01,IP Address,*******,100,633,True,2019-03-19 09:46:01,R_1CHJYv82fHZoQP8,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,3,3,1,3,5,1,2,1,1,5,1,1,5,3,6,7,4,1,7,4,4,5,1,1,No,,
2019-03-19 08:32:33,2019-03-19 09:46:22,IP Address,*******,100,4428,True,2019-03-19 09:46:22,R_3NJ9GpdN7okz6jk,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,4,1,5,3,1,1,1,5,6,2,2,1,6,1,7,7,1,7,2,5,6,3,3,No,,
2019-03-19 09:40:24,2019-03-19 09:46:29,IP Address,*******,100,364,True,2019-03-19 09:46:29,R_Z1PSRxk7DZNqhC9,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,4,1,1,2,3,1,2,1,5,2,1,1,1,3,1,5,4,1,3,1,3,1,2,1,No,,
2019-03-19 09:13:17,2019-03-19 09:49:02,IP Address,*******,100,2144,True,2019-03-19 09:49:03,R_b439l15VyzjM38l,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,6,3,2,5,5,4,4,4,5,6,4,4,3,6,1,5,4,4,5,4,5,5,4,4,No,,
2019-03-19 09:42:41,2019-03-19 09:50:29,IP Address,*******,100,467,True,2019-03-19 09:50:30,R_277IupLfr2c8iYx,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,5,2,2,6,3,2,2,6,6,7,3,7,7,4,7,7,4,5,5,4,5,4,4,No,,
2019-03-19 09:46:58,2019-03-19 09:55:08,IP Address,*******,100,490,True,2019-03-19 09:55:09,R_3gZYJVsrz6Rz1Dp,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,5,1,1,1,4,1,1,1,1,1,1,1,1,4,1,6,5,1,4,1,4,4,1,1,No,,
2019-03-19 07:56:24,2019-03-19 09:56:28,IP Address,*******,100,7204,True,2019-03-19 09:56:28,R_8kcmXTFrxVPd6Zr,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,4,1,3,6,4,5,3,5,7,2,2,2,1,1,7,7,3,5,4,6,7,5,2,No,,
2019-03-19 10:01:41,2019-03-19 10:03:43,IP Address,*******,100,121,True,2019-03-19 10:03:44,R_22wQurY8mEL9vzp,*******,*******,*******,*******,*******,*******,email,EN,Yes,7,1,7,1,6,7,1,7,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,Yes,https://m.facebook.com/profile.php?id=100002137441070,Unknown
2019-03-19 09:57:52,2019-03-19 10:03:49,IP Address,*******,100,357,True,2019-03-19 10:03:49,R_1I5TokA6CqD21JF,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,1,4,5,4,5,5,5,5,5,3,4,4,4,2,7,1,3,3,2,5,5,3,5,6,Yes,https://www.facebook.com/thedavidkimster,Unknown
2019-03-19 09:30:53,2019-03-19 10:04:07,IP Address,*******,100,1993,True,2019-03-19 10:04:07,R_3pu4YKjWMZMtJk1,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,7,4,1,5,5,4,1,5,5,7,1,5,3,5,1,7,7,6,6,4,5,5,3,6,Yes,https://www.facebook.com/yolore.airewele,Unknown
2019-03-19 09:48:17,2019-03-19 10:04:33,IP Address,*******,100,976,True,2019-03-19 10:04:34,R_3ErFIMXd7NEsG5l,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,5,5,2,4,5,4,1,1,6,6,4,4,4,6,4,7,4,5,5,4,5,4,1,2,No,,
2019-03-19 09:56:34,2019-03-19 10:05:58,IP Address,*******,100,563,True,2019-03-19 10:05:59,R_CmGfQaTBYeqLj4R,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,3,2,2,3,1,1,1,3,1,3,2,3,7,1,7,7,5,5,2,7,5,1,2,Yes,https://www.facebook.com/annie.liang.1428,Unknown
2019-03-19 09:59:41,2019-03-19 10:06:03,IP Address,*******,100,382,True,2019-03-19 10:06:04,R_3O0LDfmaGPD6llX,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,1,1,6,4,2,1,1,5,6,3,2,2,6,1,6,7,2,6,1,6,2,1,2,No,,
2019-03-19 09:56:33,2019-03-19 10:14:20,IP Address,*******,100,1067,True,2019-03-19 10:14:21,R_tYCKWxiUXlm72Br,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,2,1,4,5,3,5,2,3,7,6,6,5,7,3,7,7,6,7,2,5,6,3,3,No,,
2019-03-19 10:14:14,2019-03-19 10:24:20,IP Address,*******,100,606,True,2019-03-19 10:24:21,R_1qeTz9me5JsoiLT,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,3,1,4,5,1,1,1,1,4,2,1,6,5,1,5,6,1,3,4,4,4,2,2,No,,
2019-03-19 10:21:08,2019-03-19 10:26:16,IP Address,*******,100,307,True,2019-03-19 10:26:16,R_8wSK0C43bn15KTf,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,5,1,1,3,1,3,3,2,5,3,2,5,1,1,2,3,2,2,1,1,1,3,4,Yes,https://www.facebook.com/roberto.hasbun.9,Unknown
2019-03-19 10:20:12,2019-03-19 10:29:08,IP Address,*******,100,536,True,2019-03-19 10:29:08,R_d6ht7txxE7CCSMp,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,7,2,1,1,5,2,6,2,5,6,7,2,2,2,1,6,3,2,3,3,5,6,2,1,No,,
2019-03-19 07:44:45,2019-03-19 10:29:26,IP Address,*******,100,9880,True,2019-03-19 10:29:26,R_29614JC5TADxvtW,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,1,2,5,1,6,4,3,3,6,5,5,6,6,6,6,5,6,5,5,6,5,6,6,6,No,,
2019-03-19 10:19:12,2019-03-19 10:30:19,IP Address,*******,100,666,True,2019-03-19 10:30:19,R_3mh6T8LzSSJTSUs,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,6,1,1,3,5,1,3,2,6,7,1,1,2,5,7,7,7,1,2,1,5,7,1,3,No,,
2019-03-19 10:20:46,2019-03-19 10:30:22,IP Address,*******,100,576,True,2019-03-19 10:30:22,R_3KVAJd6cPUmkohM,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,1,6,7,3,1,6,6,6,3,3,3,6,6,3,4,1,3,6,6,4,2,1,5,2,No,,
2019-03-19 08:41:09,2019-03-19 10:31:00,IP Address,*******,100,6590,True,2019-03-19 10:31:00,R_27vesO7DQZjcz7v,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,7,5,2,7,6,1,5,2,1,4,2,1,3,6,2,6,6,1,3,1,5,3,1,1,No,,
2019-03-19 10:25:39,2019-03-19 10:33:31,IP Address,*******,100,471,True,2019-03-19 10:33:32,R_1LLJnMEV98NsvVu,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,6,1,1,4,1,1,1,1,1,1,3,1,5,5,1,6,6,3,5,3,5,5,3,2,No,,
2019-03-19 10:27:07,2019-03-19 10:35:21,IP Address,*******,100,493,True,2019-03-19 10:35:21,R_27Jxp785Qkg3rEq,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,7,1,1,2,4,4,1,3,4,2,1,1,6,5,1,2,6,1,3,3,1,1,2,1,Yes,https://m.facebook.com/?_rdr,Unknown
2019-03-19 10:31:10,2019-03-19 10:43:23,IP Address,*******,100,733,True,2019-03-19 10:43:23,R_1ddgHP5shm0KqCM,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,5,1,1,1,5,1,1,1,3,5,1,3,5,3,1,7,5,1,1,1,5,5,1,2,No,,
2019-03-19 10:31:19,2019-03-19 10:43:31,IP Address,*******,100,731,True,2019-03-19 10:43:31,R_3e8PmuujjoKuJSC,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,5,1,1,3,5,1,1,1,5,5,2,4,5,6,2,7,5,1,3,3,5,5,2,4,No,,
2019-03-19 10:34:21,2019-03-19 10:52:59,IP Address,*******,100,1118,True,2019-03-19 10:53:00,R_RsQ8rs5V4A6H9C1,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,6,5,1,1,5,2,1,2,4,4,3,5,3,6,1,6,5,1,2,1,4,3,2,2,No,,
2019-03-19 10:52:36,2019-03-19 11:01:27,IP Address,*******,100,530,True,2019-03-19 11:01:27,R_0jh5P6p8i3X8Zk5,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,2,2,1,2,5,1,1,1,5,5,1,1,2,5,1,3,4,1,1,2,3,3,2,1,No,,
2019-03-19 10:59:43,2019-03-19 11:06:39,IP Address,*******,100,415,True,2019-03-19 11:06:39,R_3iJxIqwJKovU78R,*******,*******,*******,*******,*******,*******,email,EN,Yes,7,7,2,1,2,7,2,5,2,4,2,2,2,2,2,1,6,7,3,3,5,5,5,3,2,Yes,https://www.facebook.com/,Unknown
2019-03-19 11:04:48,2019-03-19 11:13:36,IP Address,*******,100,527,True,2019-03-19 11:13:36,R_2pLz5Pg1d0LF7Y1,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,7,3,1,7,5,5,3,2,5,5,3,3,2,3,1,1,3,1,2,2,3,5,5,6,No,,
2019-03-19 11:07:46,2019-03-19 11:16:12,IP Address,*******,100,505,True,2019-03-19 11:16:12,R_1qfkUlDNYpxIulc,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,5,1,4,6,4,4,4,6,3,3,4,3,5,1,7,7,2,2,1,6,3,6,1,No,,
2019-03-19 11:13:09,2019-03-19 11:20:57,IP Address,*******,100,468,True,2019-03-19 11:20:57,R_28FX8KmsRxEp5Sm,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,1,1,2,4,1,1,1,3,7,6,6,5,6,1,1,4,1,1,5,5,3,2,5,No,,
2019-03-19 11:15:15,2019-03-19 11:22:48,IP Address,*******,100,452,True,2019-03-19 11:22:48,R_3iETTaXyOy0hcTu,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,3,1,4,5,2,1,1,6,7,2,3,2,6,3,7,6,2,4,4,4,4,4,3,No,,
2019-03-19 11:10:26,2019-03-19 11:23:27,IP Address,*******,100,781,True,2019-03-19 11:23:27,R_vNMX9y6aLUsHOLf,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,7,5,1,6,5,2,1,1,3,7,4,1,6,7,1,2,3,1,1,2,5,1,1,1,Yes,https://m.facebook.com/fabiola.corral4?ref=bookmarks,Unknown
2019-03-19 11:12:30,2019-03-19 11:24:04,IP Address,*******,100,694,True,2019-03-19 11:24:05,R_3RqgQplZakWwGAq,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,6,3,1,3,6,2,2,2,5,5,1,2,2,4,1,7,5,2,2,2,5,4,2,1,No,,
2019-03-19 11:06:53,2019-03-19 11:26:29,IP Address,*******,100,1175,True,2019-03-19 11:26:29,R_1f9GPHkTAsy4BSj,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,7,2,1,6,3,1,1,1,5,5,1,1,2,3,1,6,5,2,2,1,5,6,1,3,No,,
2019-03-19 11:21:17,2019-03-19 11:26:30,IP Address,*******,100,312,True,2019-03-19 11:26:30,R_3oB1u6UT3XSg8aR,*******,*******,*******,*******,*******,*******,email,EN,Yes,7,7,7,7,7,6,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,,
2019-03-19 11:31:39,2019-03-19 11:41:18,IP Address,*******,100,578,True,2019-03-19 11:41:18,R_1l4t9zrYDZUnrqH,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,7,2,2,2,3,2,2,2,2,6,4,4,4,4,4,7,7,6,5,4,4,4,4,4,Yes,https://www.facebook.com/profile.php?id=100013442858476,Unknown
2019-03-19 11:27:27,2019-03-19 11:44:53,IP Address,*******,100,1046,True,2019-03-19 11:44:54,R_2UVZlBsxGbk8kuI,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,6,5,1,3,4,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,No,,
2019-03-19 11:37:21,2019-03-19 11:45:13,IP Address,*******,100,472,True,2019-03-19 11:45:14,R_3Mb8DuGU67f7jph,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,2,1,3,6,2,1,2,5,6,1,5,5,6,1,7,5,2,5,3,3,5,3,3,No,,
2019-03-19 11:35:05,2019-03-19 11:58:09,IP Address,*******,100,1384,True,2019-03-19 11:58:10,R_3fwPOaGcswY3HsH,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,7,3,4,2,6,1,1,1,4,1,4,5,4,5,1,5,6,4,4,4,5,5,3,4,No,,
2019-03-19 11:38:33,2019-03-19 12:00:08,IP Address,*******,100,1295,True,2019-03-19 12:00:09,R_2tKd0ePBi5Bg8Bq,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,7,1,1,1,7,3,2,3,2,7,1,1,6,7,1,7,7,1,1,2,3,3,7,2,No,,
2019-03-19 10:28:06,2019-03-19 12:01:46,IP Address,*******,100,5619,True,2019-03-19 12:01:46,R_3JE0gV6LZcaXqps,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,7,6,1,5,1,1,1,1,2,2,1,1,2,3,1,7,1,1,1,5,5,5,1,5,No,,
2019-03-19 12:00:59,2019-03-19 12:05:39,IP Address,*******,100,279,True,2019-03-19 12:05:40,R_cSJAvG45UVeELM5,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,3,3,3,3,3,2,2,5,6,5,6,6,5,2,6,4,5,5,5,5,5,2,3,Yes,https://www.facebook.com/profile.php?id=100004520610875,Unknown
2019-03-19 11:54:56,2019-03-19 12:05:55,IP Address,*******,100,659,True,2019-03-19 12:05:56,R_1PZdthLGZKTBiBg,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,1,7,7,6,2,7,4,7,6,3,5,7,7,5,7,3,4,7,4,4,4,2,5,5,No,,
2019-03-19 12:03:11,2019-03-19 12:14:47,IP Address,*******,100,695,True,2019-03-19 12:14:47,R_3fiwSRupPWfYxnG,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,3,1,1,1,2,1,1,2,1,2,2,1,1,4,1,6,4,3,3,3,5,2,1,6,No,,
2019-03-19 12:15:41,2019-03-19 12:22:16,IP Address,*******,100,394,True,2019-03-19 12:22:16,R_32VkdjOdhEOI8vS,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,7,3,1,7,2,2,1,1,5,5,4,4,5,6,1,7,5,1,6,3,2,2,2,1,No,,
2019-03-19 12:19:40,2019-03-19 12:32:54,IP Address,*******,100,794,True,2019-03-19 12:32:55,R_1dgIko0fp3VAj9u,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,3,7,7,1,2,2,1,1,No,,
2019-03-19 12:25:51,2019-03-19 12:37:09,IP Address,*******,100,677,True,2019-03-19 12:37:09,R_2VHBSURx5gr47IY,*******,*******,*******,*******,*******,*******,email,EN,Yes,7,7,7,1,1,3,1,1,1,6,7,1,1,3,5,1,7,2,1,1,3,3,1,1,1,Yes,https://www.facebook.com/profile.php?id=100001966863542,Unknown
2019-03-19 12:21:58,2019-03-19 12:40:06,IP Address,*******,100,1087,True,2019-03-19 12:40:07,R_vSLIoRL74MxEJyx,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,2,2,1,1,2,2,1,1,1,2,2,1,3,3,1,1,1,1,1,2,1,2,1,1,No,,
2019-03-19 11:36:19,2019-03-19 12:49:32,IP Address,*******,100,4393,True,2019-03-19 12:49:32,R_p9Kn2clKAM4CBfr,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,7,1,1,1,6,1,1,1,6,6,4,1,6,7,1,1,2,1,1,2,3,1,2,1,No,,
2019-03-19 12:53:37,2019-03-19 13:10:38,IP Address,*******,100,1020,True,2019-03-19 13:10:38,R_2rxszlx5qtqtAq1,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,1,1,1,5,1,2,1,2,7,1,1,1,5,1,6,6,1,6,1,6,5,1,1,No,,
2019-03-19 13:09:43,2019-03-19 13:14:13,IP Address,*******,100,269,True,2019-03-19 13:14:14,R_2X5KVudEirhrGzw,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,1,1,2,1,1,1,1,5,1,6,1,2,1,1,7,1,1,1,1,1,7,1,1,No,,
2019-03-19 13:05:02,2019-03-19 13:14:57,IP Address,*******,100,594,True,2019-03-19 13:14:57,R_3iQ2fC8ns1an1rv,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,3,2,1,2,5,2,1,2,5,3,2,2,2,2,3,6,3,3,3,3,4,4,4,3,No,,
2019-03-19 13:20:12,2019-03-19 13:27:25,IP Address,*******,100,432,True,2019-03-19 13:27:25,R_WdmurgCDHAE9Ibf,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,3,1,1,1,1,1,1,1,6,5,2,1,4,4,1,7,2,6,7,2,5,5,1,1,Yes,https://www.facebook.com/beatrice.ferguson.94,Unknown
2019-03-19 13:25:05,2019-03-19 13:29:06,IP Address,*******,100,241,True,2019-03-19 13:29:06,R_3L6h4LfpdgfKT4z,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,5,5,1,2,5,1,1,1,2,5,2,2,2,5,1,6,5,5,5,2,4,6,1,5,No,,
2019-03-19 11:12:54,2019-03-19 13:32:41,IP Address,*******,100,8386,True,2019-03-19 13:32:41,R_3KBDJO2n1dZDUjC,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,1,5,5,4,4,6,6,6,4,3,5,2,6,6,5,1,5,2,3,5,6,2,2,3,No,,
2019-03-19 13:44:18,2019-03-19 13:49:30,IP Address,*******,100,311,True,2019-03-19 13:49:30,R_R4vglx6ppLzaF8d,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,1,1,5,6,5,4,5,3,4,2,5,6,4,4,5,3,2,5,4,4,2,5,6,4,No,,
2019-03-19 12:41:56,2019-03-19 13:50:25,IP Address,*******,100,4108,True,2019-03-19 13:50:26,R_douc8zmMGm6VCTv,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,5,5,1,1,5,4,4,1,6,5,1,1,1,5,1,7,7,7,7,3,4,5,2,1,No,,
2019-03-19 13:45:13,2019-03-19 13:51:40,IP Address,*******,100,386,True,2019-03-19 13:51:40,R_V54C9oS6IzTYaNH,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,7,4,5,1,1,1,1,1,5,1,1,3,2,1,6,6,5,7,1,1,7,2,2,Yes,https://facebook.com/guanzgrace,Unknown
2019-03-19 13:49:08,2019-03-19 13:55:49,IP Address,*******,100,400,True,2019-03-19 13:55:49,R_R8lDbXyef3Cxm9z,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,1,1,1,6,1,1,1,2,6,1,1,1,2,1,5,6,1,3,1,6,5,3,1,No,,
2019-03-19 13:55:04,2019-03-19 14:02:52,IP Address,*******,100,468,True,2019-03-19 14:02:53,R_1gzKLdNDAblZIOB,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,1,5,1,1,7,4,1,2,7,6,3,1,3,7,1,7,5,3,3,3,3,5,7,3,Yes,MikalWalcott,Unknown
2019-03-19 07:23:56,2019-03-19 14:18:51,IP Address,*******,100,24895,True,2019-03-19 14:18:51,R_10NOYT5X7azbIah,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,3,4,1,3,5,3,2,3,3,3,3,1,3,3,1,6,6,5,6,5,6,3,2,3,Yes,https://m.facebook.com/home.php?_rdr,Unknown
2019-03-19 14:33:03,2019-03-19 14:47:05,IP Address,*******,100,842,True,2019-03-19 14:47:06,R_3KVfSyOnTa0qkKv,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,5,1,4,2,1,1,1,2,6,5,1,4,5,1,6,5,4,5,4,5,5,2,4,No,,
2019-03-19 14:41:14,2019-03-19 14:53:20,IP Address,*******,100,725,True,2019-03-19 14:53:20,R_wWUTyfvNrexVaH7,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,3,2,1,1,5,1,2,1,4,5,2,1,2,3,1,7,6,2,2,2,5,4,2,2,Yes,https://www.facebook.com/david.booth.9484,Unknown
